,name,lat,long
1476,Bérat,43.37772,1.17589
1477,Bellengreville,49.12425,-0.20961000000000002
1478,Bellegarde-sur-Valserine,46.10787,5.82421
1479,Bellac,46.1221,1.04927
1480,Beausoleil,43.74311,7.4225
1481,Beaulieu-sur-Dordogne,44.97832,1.83834
1482,Bayeux,49.27732,-0.7039000000000001
1483,Bassussarry,43.44658,-1.51181
1484,Bassens,45.57555,5.939
1485,Bargemon,43.61899,6.54957
1486,Barbazan-Debat,43.1958,0.1206
1487,Bains-sur-Oust,47.70335,-2.07199
1488,Ayron,46.66004,0.07501000000000001
1489,Autrans,45.17605,5.54271
1490,Arzon,47.54943,-2.89588
1491,Ansouis,43.73771,5.46356
1492,Andrésy,48.98235,2.05687
1493,Andrest,43.31683,0.061200000000000004
1494,Ambleny,49.38079,3.18447
1495,Ambazac,45.95733,1.39975
1496,Algrange,49.36276,6.05094
1497,Albitreccia,41.86301,8.94262
1498,Alata,41.97636,8.74208
1499,Aix-en-Provence,43.5283,5.44973
1500,Ahuy,47.36944,5.02089
1501,Achiet-le-Grand,50.13067,2.78119
1502,Achères,48.96115,2.06882
1503,Lyon 05,45.76106,4.82677
1504,Marseille 10,43.27889,5.41523
1505,Les Médecins,43.35417,5.45483
1506,Palama,43.36566,5.44427
1507,Verduron,43.37063,5.34513
1508,Woerth,48.93953,7.74279
1509,Wisches,48.50881,7.26814
1510,Wiesviller,49.08095,7.16415
1511,Watten,50.83685,2.21346
1512,Walincourt-Selvigny,50.06667,3.33333
1513,Vittel,48.20085,5.94843
1514,Vitteaux,47.39732,4.5419
1515,Villevieille,43.78795,4.09756
1516,Villers-Saint-Paul,49.28885,2.48968
1517,Villers-lès-Nancy,48.67333,6.15283
1518,Villeneuve-Saint-Georges,48.73219,2.44925
1519,Villeneuve,46.02096,4.83591
1520,Village-Neuf,47.60682,7.56964
1521,Vielmur-sur-Agout,43.61667,2.1
1522,Vertou,47.16878,-1.4729
1523,Verneuil-sur-Vienne,45.84867,1.12686
1524,Velaine-en-Haye,48.6999,6.02754
1525,Varrains,47.22184,-0.06403
1526,Varetz,45.19392,1.45063
1527,Vaiges,48.04062,-0.47549
1528,Ustaritz,43.39991,-1.45696
1529,Trouillas,42.61108,2.80815
1530,Trévol,46.62924,3.30599
1531,Toulon-sur-Arroux,46.69345,4.13869
1532,Théza,42.63906,2.9510300000000003
1533,Tenteling,49.12544,6.93751
1534,Tauriac,45.04915,-0.50048
1535,Tarbes,43.23407,0.07139000000000001
1536,Tallende,45.6704,3.1246
1537,Strasbourg,48.58392,7.7455300000000005
1538,Stains,48.95,2.38333
1539,Souppes-sur-Loing,48.18297,2.73521
1540,Soulaire,47.57901,-0.55281
1541,Sommières,43.78457,4.09
1542,Soliers,49.1344,-0.29613
1543,Serres,44.42753,5.71458
1544,Sergy,46.25069,6.00183
1545,Serémange-Erzange,49.32062,6.09092
1546,Saussay,48.85571,1.40889
1547,Sartilly,48.75239,-1.45678
1548,Sarry,48.91852,4.40621
1549,Santec,48.70362,-4.02748
1550,Saméon,50.47135,3.33544
1551,Saint-Thibéry,43.39622,3.41811
1552,Saintry-sur-Seine,48.5964,2.49515
1553,Saint-Raphaël,43.42332,6.7735
1554,Saint-Prix,49.01667,2.26667
1555,Saint-Pierre-du-Perray,48.610640000000004,2.49429
1556,Saint-Père-en-Retz,47.20703,-2.04497
1557,Saint-Père-Marc-en-Poulet,48.588,-1.9240300000000001
1558,Saint-Paul-lès-Dax,43.72566,-1.05283
1559,Saint-Martin-de-Queyrières,44.82319,6.57901
1560,Saint-Leu,46.7306,4.50083
1561,Saint-Léger-lès-Domart,50.05208,2.14067
1562,Saint-Laurent-du-Var,43.67323,7.19
1563,Saint-Lambert-la-Potherie,47.48315,-0.67791
1564,Saint-Germain-en-Laye,48.89643,2.0904
1565,Saint-Georges-sur-Cher,47.32996,1.1326100000000001
1566,Saint-Gély-du-Fesc,43.69293,3.8058
1567,Saint-Félix-Lauragais,43.44898,1.8875600000000001
1568,Saint-Étienne-de-Fontbellon,44.60077,4.38635
1569,Sainte-Honorine-du-Fay,49.07775,-0.49295000000000005
1570,Saint-Christoly-de-Blaye,45.13056,-0.5080800000000001
1571,Saint-Aubin-Routot,49.52341,0.32602000000000003
1572,Saint-André-sur-Orne,49.11741,-0.38227000000000005
1573,Saint-Aigulin,45.15735,-0.00863
1574,Rosny-sous-Bois,48.87017,2.4991
1575,Rohan,48.06885,-2.75307
1576,Roeschwoog,48.82676,8.03684
1577,Roche-la-Molière,45.43088,4.3282
1578,Rochefort-du-Gard,43.97452,4.68977
1579,Rion-des-Landes,43.93449,-0.92388
1580,Rambouillet,48.64374,1.82992
1581,Quéven,47.78887,-3.41616
1582,Quarouble,50.38634,3.62306
1583,Propriano,41.6759,8.90412
1584,Pouligny-Saint-Pierre,46.68095,1.03877
1585,Poses,49.30539,1.24353
1586,Pontlevoy,47.39002,1.25465
1587,Poisy,45.92142,6.06356
1588,Plerguer,48.5269,-1.84862
1589,Plémet,48.17713,-2.5943300000000002
1590,Pierry,49.02024,3.94071
1591,Pierre-de-Bresse,46.88333,5.25
1592,Pertuis,43.69415,5.50291
1593,Perreux,46.04004,4.1266300000000005
1594,Payrin-Augmontel,43.5445,2.35406
1595,Patay,48.04833,1.695
1596,Parçay-les-Pins,47.43668,0.16312000000000001
1597,Palavas-les-Flots,43.52974,3.9304300000000003
1598,Pabu,48.58722,-3.13685
1599,Origny-en-Thiérache,49.89327,4.01644
1600,Noyant-la-Gravoyère,47.70348,-0.9573
1601,Notre-Dame-de-Riez,46.74518,-1.9079100000000002
1602,Nointot,49.59822,0.47674000000000005
1603,Nivolas-Vermelle,45.55885,5.30578
1604,Neuville-sur-Sarthe,48.076,0.19343000000000002
1605,Neufmoutiers-en-Brie,48.76882,2.83156
1606,Nérac,44.13597,0.33844
1607,Mouzillon,47.14149,-1.28388
1608,Mouvaux,50.69944,3.13429
1609,Moulis-en-Médoc,45.0592,-0.7703
1610,Mouguerre,43.46874,-1.41655
1611,Montrond-les-Bains,45.64374,4.23752
1612,Montigny,49.4596,1.00168
1613,Montceau-les-Mines,46.66667,4.36667
1614,Monnetier-Mornex,46.1603,6.20667
1615,Monéteau,47.84923,3.58178
1616,Molsheim,48.54042,7.49199
1617,Miremont,43.37042,1.41697
1618,Millau,44.09973,3.07848
1619,Meythet,45.91836,6.09422
1620,Metzeral,48.01217,7.07091
1621,Méry-sur-Seine,48.50937,3.89129
1622,Mayenne,48.30337,-0.6138300000000001
1623,Marpent,50.29252,4.07936
1624,Marolles-sur-Seine,48.38662,3.03562
1625,Maringues,45.921640000000004,3.33029
1626,Malakoff,48.81999,2.29998
1627,Maisdon-sur-Sèvre,47.09765,-1.38482
1628,Maignelay-Montigny,49.55,2.51667
1629,Maîche,47.2516,6.80309
1630,Magnac-sur-Touvre,45.66559,0.23736000000000002
1631,Lucciana,42.54609,9.41865
1632,Lozinghem,50.51554,2.50209
1633,Loupian,43.44952,3.61333
1634,Longueil-Sainte-Marie,49.35723,2.71844
1635,Longueil-Annel,49.46908,2.86464
1636,Longjumeau,48.69503,2.30735
1637,Logonna-Daoulas,48.32096,-4.2989
1638,Locquirec,48.69243,-3.64554
1639,Loches,47.12858,0.9952200000000001
1640,Limonest,45.83702,4.77188
1641,Levens,43.85948,7.22583
1642,Le Thoronet,43.45174,6.30391
1643,Les Molières,48.67306,2.06959
1644,Les Camoins,43.30607,5.51745
1645,Les Andelys,49.24557,1.41168
1646,Le Revest-les-Eaux,43.17612,5.92667
1647,Le Muy,43.4728,6.56637
1648,Le Molay-Littry,49.24265,-0.87238
1649,Le Louroux Béconnais,47.52148,-0.8855900000000001
1650,Le Kremlin-Bicêtre,48.81471,2.36073
1651,Le Bouscat,44.86488,-0.5986400000000001
1652,Le Bar-sur-Loup,43.7,6.9833300000000005
1653,Lavérune,43.58639,3.8061100000000003
1654,La Tessoualle,47.00466,-0.8511000000000001
1655,La Rochefoucauld,45.74101,0.38587000000000005
1656,La Rivière-de-Corps,48.2884,4.01947
1657,Lapugnoy,50.51635,2.5346
1658,Lanvollon,48.63116,-2.98597
1659,Languidic,47.83358,-3.15811
1660,Landrecies,50.12499,3.69171
1661,Landévant,47.76466,-3.12215
1662,La Membrolle-sur-Longuenée,47.5606,-0.67337
1663,La Madeleine,50.64603,3.07585
1664,La Loubière,44.37118,2.66739
1665,La Daguenière,47.41934,-0.43128000000000005
1666,La Couture-Boussey,48.89581,1.40491
1667,La Châtre,46.58228,1.98734
1668,La Chapelle-Réanville,49.09752,1.38209
1669,La Chapelle-des-Marais,47.44773,-2.24161
1670,La Bridoire,45.52504,5.74073
1671,La Bouilladisse,43.39619,5.59307
1672,Lablachère,44.46355,4.21439
1673,Jussy,49.71984,3.2327
1674,Jussey,47.82536,5.90193
1675,Janville-sur-Juine,48.51352,2.27064
1676,Jans,47.62116,-1.61443
1677,Ittenheim,48.60508,7.59372
1678,Ingersheim,48.09803,7.30308
1679,Illkirch-Graffenstaden,48.52894,7.71523
1680,Illats,44.59755,-0.37315000000000004
1681,Hermanville-sur-Mer,49.28464,-0.31544
1682,Henrichemont,47.30333,2.5245800000000003
1683,Hélesmes,50.37036,3.3591800000000003
1684,Guilliers,48.04271,-2.40505
1685,Guéret,46.17185,1.87166
1686,Grainville-la-Teinturière,49.74773,0.64048
1687,Gonneville-la-Mallet,49.6395,0.22245
1688,Gigean,43.500280000000004,3.71167
1689,Gazeran,48.63264,1.77149
1690,Gambais,48.77351,1.67196
1691,Friville-Escarbotin,50.08602,1.5455999999999999
1692,Fréjus,43.43325,6.73555
1693,Francheville,48.78647,0.84962
1694,Fraize,48.1866,6.99787
1695,Fraisans,47.14857,5.76051
1696,Frahier-et-Chatebier,47.66667,6.75
1697,Florensac,43.38417,3.46712
1698,Flins-sur-Seine,48.96523,1.87314
1699,Férel,47.48195,-2.34382
1700,Évaux-les-Bains,46.17475,2.4854600000000002
1701,Esquerdes,50.70414,2.18851
1702,Eschau,48.48897,7.71644
1703,Épagny,45.93584,6.08302
1704,Entrammes,47.9993,-0.7154100000000001
1705,Ebersheim,48.30438,7.49903
1706,Drusenheim,48.76207,7.95326
1707,Dorlisheim,48.52485,7.4862400000000004
1708,Donges,47.31824,-2.07538
1709,Dolomieu,45.6054,5.48571
1710,Distroff,49.33295,6.26662
1711,Dirinon,48.39805,-4.2705
1712,Diou,46.53432,3.74453
1713,Dettwiller,48.75415,7.46633
1714,Damigny,48.45,0.06667000000000001
1715,Dadonville,48.15776,2.2715
1716,Cuisiat,46.30021,5.38809
1717,Crusnes,49.43406,5.91557
1718,Créteil,48.79266,2.46569
1719,Crespières,48.88317,1.92151
1720,Craponne,45.74526,4.72322
1721,Cours-les-Barres,47.02513,3.03167
1722,Courpière,45.75689,3.54216
1723,Courcité,48.30601,-0.24984000000000003
1724,Courcelles-lès-Lens,50.41667,3.01667
1725,Corny-sur-Moselle,49.03557,6.06084
1726,Cormelles-le-Royal,49.15398,-0.33062
1727,Condé-sur-l'Escaut,50.45436,3.5888400000000003
1728,Combs-la-Ville,48.66497,2.56957
1729,Chiché,46.79713,-0.35969
1730,Chens-sur-Léman,46.32459,6.27075
1731,Châtillon-sur-Seiche,48.03448,-1.67114
1732,Châtillon-le-Duc,47.30486,6.00792
1733,Châtillon-Coligny,47.82266,2.84563
1734,Châtenois,48.30286,5.83125
1735,Châteauneuf-Grasse,43.66667,6.9833300000000005
1736,Charmes,48.3722,6.29117
1737,Charly,45.64887,4.7946100000000005
1738,Charenton-du-Cher,46.73007,2.64438
1739,Chambourg-sur-Indre,47.18159,0.9686300000000001
1740,Chamarande,48.51715,2.2171
1741,Cerny,48.47796,2.32815
1742,Ceret,42.48533,2.74804
1743,Cenon-sur-Vienne,46.77409,0.53663
1744,Caveirac,43.82437,4.26664
1745,Caunes-Minervois,43.32771,2.52679
1746,Castelnaudary,43.31814,1.9533900000000002
1747,Cassagnes-Bégonhès,44.16885,2.5301299999999998
1748,Cargèse,42.13629,8.59586
1749,Cap-d'Ail,43.72126,7.40556
1750,Camblanes,44.76542,-0.48769
1751,Camaret-sur-Mer,48.27497,-4.59615
1752,Cabriès,43.44127,5.37884
1753,Bussière-Galant,45.6269,1.03636
1754,Burbure,50.53663,2.46897
1755,Brives-Charensac,45.0478,3.92878
1756,Brienne-le-Château,48.39319,4.52637
1757,Brié-et-Angonnes,45.12418,5.78374
1758,Bressuire,46.84158,-0.49042
1759,Bray-Dunes,51.07786,2.51673
1760,Boussac,46.34836,2.22027
1761,Boissy-sous-Saint-Yon,48.55379,2.21212
1762,Bois-Grenier,50.64985,2.87409
1763,Bois-d'Amont,46.5328,6.1375
1764,Bitschwiller-lès-Thann,47.82969,7.07911
1765,Bischoffsheim,48.48703,7.48967
1766,Billy-Berclau,50.517830000000004,2.86613
1767,Beuvrages,50.38414,3.4942
1768,Berric,47.63244,-2.52499
1769,Bergues,50.96882,2.43242
1770,Bénodet,47.87531,-4.1058
1771,Bellaing,50.36811,3.42515
1772,Bédarrides,44.04022,4.89819
1773,Beaurepaire,45.33658,5.04878
1774,Beauquesne,50.08526,2.39276
1775,Beaumont-de-Pertuis,43.73737,5.68959
1776,Bayon,48.47425,6.31631
1777,Barjouville,48.41002,1.47639
1778,Balaruc-le-Vieux,43.4614,3.6853
1779,Bais,48.25334,-0.36549000000000004
1780,Bailleul,50.73592,2.7359400000000003
1781,Bagnols-en-Forêt,43.53752,6.69814
1782,Azé,47.85141,0.9982900000000001
1783,Ayguesvives,43.43733,1.5977100000000002
1784,Avrechy,49.44796,2.4271000000000003
1785,Aubigny-en-Artois,50.35,2.58333
1786,Aoste,45.59423,5.60712
1787,Ancenis,47.36667,-1.16667
1788,Alizay,49.32158,1.17854
1789,Alignan-du-Vent,43.4702,3.34148
1790,Agnetz,49.38118,2.38621
1791,Abbaretz,47.55254,-1.53301
1792,Lyon 03,45.76124,4.85184
1793,Marseille 08,43.27083,5.3821
1794,Marseille 11,43.2907,5.4384
1795,Marseille Saint-Victor,43.28955,5.36845
1796,Thiers,43.29748,5.38198
1797,La Timone,43.28847,5.41447
1798,Woustviller,49.07636,7.00487
1799,Wittenheim,47.8109,7.32756
1800,Wassy,48.49811,4.94775
1801,Warluis,49.38874,2.1422
1802,Vix,46.36431,-0.8595900000000001
1803,Viviez,44.55678,2.21649
1804,Vimines,45.5464,5.86523
1805,Villey-Saint-Étienne,48.73254,5.97851
1806,Villeveyrac,43.5009,3.60616
1807,Villeneuve-lès-Béziers,43.31491,3.28003
1808,Villenauxe-la-Grande,48.58333,3.55
1809,Villefagnan,46.01344,0.07924
1810,Vidauban,43.42721,6.43185
1811,Vianne,44.1972,0.32056
1812,Vert-le-Grand,48.57172,2.35777
1813,Ver-sur-Launette,49.10495,2.6840900000000003
1814,Vermand,49.8755,3.14959
1815,Vaux-le-Pénil,48.52803,2.69165
1816,Vars,45.76207,0.12402
1817,Varilhes,43.04572,1.62813
1818,Varangéville,48.63675,6.31875
1819,Vallet,47.16133,-1.26715
1820,Valentigney,47.46388,6.83168
1821,Valence,44.10823,0.8910100000000001
1822,Urmatt,48.52752,7.32565
1823,Uffholtz,47.82082,7.17785
1824,Trélazé,47.44629,-0.46652000000000005
1825,Treffiagat,47.80351,-4.26354
1826,Traînou,47.97353,2.10399
1827,Tourville-sur-Odon,49.14154,-0.5012800000000001
1828,Tourville-sur-Arques,49.85926,1.10238
1829,Tourves,43.40803,5.92392
1830,Tournes,49.797,4.63856
1831,Tournefeuille,43.58872,1.31922
1832,Tilloy-lès-Mofflaines,50.27519,2.81456
1833,Thorigny-sur-Marne,48.88689,2.71806
1834,Theys,45.30132,5.99848
1835,Targon,44.73507,-0.2637
1836,Tarascon,43.80583,4.66028
1837,Tallard,44.462,6.05205
1838,Taden,48.47511,-2.01976
1839,Soultzeren,48.06394,7.10233
1840,Souillac,44.89788,1.4738
1841,Sézanne,48.72047,3.72339
1842,Sèvres-Anxaumont,46.56929,0.46548000000000006
1843,Servian,43.42721,3.30177
1844,Sennecey-le-Grand,46.64137,4.86707
1845,Scionzier,46.0601,6.55271
1846,Samois-sur-Seine,48.45251,2.7504
1847,Sammeron,48.94721,3.08333
1848,Samadet,43.63906,-0.48659
1849,Salagnon,45.66863,5.36325
1850,Saint-Sulpice,49.35049,2.12314
1851,Saint-Seurin-sur-l'Isle,45.01411,-0.00199
1852,Saint-Sauveur-le-Vicomte,49.38547,-1.5331000000000001
1853,Saint-Sauveur-en-Rue,45.26981,4.49512
1854,Saint-Sauveur-de-Montagut,44.82142,4.57993
1855,Saint-Sauvant,46.36111,0.0562
1856,Saint-Rémy,46.76334,4.8392800000000005
1857,Saint-Rémy-de-Maurienne,45.4,6.26667
1858,Saint-Pouange,48.22656,4.03979
1859,Saint-Pierre-lès-Nemours,48.26733,2.67966
1860,Saint-Pierre-du-Mont,43.88453,-0.52185
1861,Saint-Paul,45.7505,1.43198
1862,Saint-Pardoux,46.5714,-0.306
1863,Saint-Palais-sur-Mer,45.64255,-1.0881
1864,Saint-Orens-de-Gameville,43.55182,1.53413
1865,Saint-Maximin,49.22182,2.45359
1866,Saint-Martin sous Mouzeuil,46.45978,-0.9882200000000001
1867,Saint-Martin-des-Besaces,49.01091,-0.845
1868,Saint-Martin-au-Laërt,50.75179,2.24051
1869,Saint-Marcellin,45.14914,5.31673
1870,Saint-Malô-du-Bois,46.92891,-0.9000400000000001
1871,Saint-Léger-des-Bois,47.4606,-0.7101700000000001
1872,Saint-Julien-en-Genevois,46.14434,6.08256
1873,Saint-Julien-des-Landes,46.64058,-1.71425
1874,Saint-Jouin-Bruneval,49.64275,0.164
1875,Saint-Jean-de-Losne,47.10247,5.26556
1876,Saint-Gobain,49.59572,3.3775
1877,Saint-Germain-lès-Corbeil,48.62211,2.48775
1878,Saint-Étienne-des-Oullières,46.06731,4.64945
1879,Saint-Étienne-de-Baïgorry,43.17547,-1.34679
1880,Saint-Émilion,44.89258,-0.15609
1881,Sainte-Luce-sur-Loire,47.25508,-1.48269
1882,Saint-Éloi,46.97342,3.22228
1883,Sainte-Flaive-des-Loups,46.61208,-1.57978
1884,Sainte-Cécile,46.74339,-1.11421
1885,Saint-Didier,44.00424,5.11053
1886,Saint-Chef,45.63585,5.36465
1887,Saint-Aubin-en-Bray,49.42051,1.87782
1888,Saint-André-lez-Lille,50.66667,3.05
1889,Saint-Agrève,45.01003,4.39612
1890,Rugles,48.82212,0.70979
1891,Roussay,47.09011,-1.06417
1892,Rosporden,47.96062,-3.83493
1893,Rosny-sur-Seine,48.99808,1.6313
1894,Roquefort-la-Bédoule,43.24883,5.59015
1895,Rœulx,50.3,3.33333
1896,Remouillé,47.05589,-1.37729
1897,Redon,47.651650000000004,-2.08421
1898,Rantigny,49.32758,2.44244
1899,Puy-l'Évêque,44.50482,1.1378
1900,Pujaudran,43.59087,1.14911
1901,Pradines,44.47893,1.40392
1902,Port-Sainte-Marie,44.25091,0.39283
1903,Pommeuse,48.81667,3.01667
1904,Poey-de-Lescar,43.35072,-0.46957000000000004
1905,Plounéour-Ménez,48.43917,-3.89159
1906,Pleubian,48.84219,-3.13935
1907,Plestan,48.42391,-2.44753
1908,Plédran,48.44561,-2.7461
1909,Plan-de-Cuques,43.34753,5.46398
1910,Peynier,43.44837,5.64139
1911,Périgny,48.69656,2.55537
1912,Pellegrue,44.74335,0.07487
1913,Payzac,45.40087,1.21739
1914,Parigné,48.42766,-1.19323
1915,Pargny-sur-Saulx,48.76866,4.83758
1916,Paray-le-Monial,46.45457,4.11584
1917,Palau-del-Vidre,42.57237,2.96106
1918,Ourville-en-Caux,49.72854,0.6046
1919,Oisemont,49.95587,1.76703
1920,Ognes,49.61244,3.1934
1921,Offenheim,48.63208,7.61668
1922,Noyelles-sous-Lens,50.43084,2.87221
1923,Notre-Dame-de-Sanilhac,45.12089,0.71657
1924,Notre-Dame-de-Gravenchon,49.4894,0.57188
1925,Norroy-lès-Pont-à-Mousson,48.93495,6.03078
1926,Nogent-l'Artaud,48.9656,3.32178
1927,Neaufles-Saint-Martin,49.2765,1.72794
1928,Mussy-sur-Seine,47.97791,4.49743
1929,Muret,43.45998,1.32541
1930,Mougon,46.29527,-0.28708
1931,Morre,47.22595,6.07512
1932,Morbier,46.53693,6.01532
1933,Montreuil-sous-Pérouse,48.15159,-1.23743
1934,Montreuil-le-Gast,48.24685,-1.72682
1935,Montredon,43.24016,5.36629
1936,Montpon-Ménestérol,45.00961,0.15921000000000002
1937,Montlouis-sur-Loire,47.38845,0.83208
1938,Montgiscard,43.45801,1.57295
1939,Montferrat,43.61196,6.48093
1940,Montélimar,44.55468,4.75469
1941,Montberon,43.71602,1.4801
1942,Montanay,45.87908,4.86308
1943,Mont,43.43482,-0.652
1944,Miramas,43.58508,5.00268
1945,Mézin,44.05703,0.25861
1946,Mézeray,47.82583,-0.01827
1947,Mesnières-en-Bray,49.76172,1.3818700000000002
1948,Mériel,49.07614,2.21054
1949,Méribel,45.41497,6.565
1950,Menucourt,49.02841,1.98046
1951,Ménilles,49.03333,1.36667
1952,Ménéac,48.13967,-2.46132
1953,Médan,48.95539,1.9949400000000002
1954,Mazières-de-Touraine,47.38326,0.42548
1955,Mazan,44.05696,5.1268
1956,Maxent,47.98274,-2.03432
1957,Maurepas,48.76486,1.92923
1958,Maureilhan,43.3576,3.12011
1959,Marssac-sur-Tarn,43.91768,2.02921
1960,Marsac-sur-Don,47.59481,-1.68031
1961,Marnes-la-Coquette,48.82732,2.17151
1962,Marmoutier,48.69005,7.38195
1963,Margencel,46.3414,6.41416
1964,Mardeuil,49.05393,3.93
1965,Maizières-lès-Metz,49.21335,6.15956
1966,Maisons-Alfort,48.81171,2.43945
1967,Maincy,48.54977,2.70017
1968,Mailly-le-Camp,48.66526,4.21303
1969,Mâcon,46.31407,4.82823
1970,Macau,45.0064,-0.6194700000000001
1971,Lyaud,46.33972,6.52595
1972,Lusignan,46.43531,0.12204000000000001
1973,Lunay,47.80864,0.9149900000000001
1974,Luisant,48.4295,1.47383
1975,Lodève,43.73178,3.31959
1976,Lisieux,49.1466,0.22925
1977,Lézignan-Corbières,43.20085,2.75745
1978,Levroux,46.9786,1.61243
1979,Le Vésinet,48.89281,2.13308
1980,Les Vans,44.40522,4.13198
1981,Lespignan,43.27364,3.17193
1982,Lesneven,48.57157,-4.31745
1983,Les Mages,44.22875,4.16633
1984,Les Allues,45.43255,6.55558
1985,Le Pouget,43.59197,3.5245
1986,Lembras,44.88468,0.52363
1987,Le Lavandou,43.137,6.366
1988,Le Lardin-Saint-Lazare,45.13333,1.2166700000000001
1989,Le Landreau,47.20443,-1.30546
1990,Le Grand-Lemps,45.39646,5.4201
1991,La Vespière,49.01975,0.41250000000000003
1992,Lavalette,43.18428,2.26825
1993,La Roque-d'Anthéron,43.71544,5.30973
1994,La Riche,47.38996,0.6707200000000001
1995,Lanta,43.56076,1.6545
1996,Lans-en-Vercors,45.12852,5.58599
1997,Landres,49.32044,5.8006
1998,La Méaugon,48.49827,-2.84151
1999,Lamballe,48.46808,-2.51781
2000,Lallaing,50.39012,3.16949
2001,Lagorce,45.06995,-0.13887000000000002
2002,La Ferté-Imbault,47.38467,1.95344
2003,La Bruffière,47.0138,-1.19795
2004,Labarthe-Rivière,43.08026,0.67178
2005,La Balme-de-Sillingy,45.9689,6.04187
2006,Kersaint-Plabennec,48.47265,-4.3741900000000005
2007,Hermies,50.11126,3.04202
2008,Herlies,50.57753,2.85285
2009,Haguenau,48.81557,7.79051
2010,Hagetmau,43.65893,-0.59172
2011,Guise,49.90055,3.62801
2012,Guichen,47.96813,-1.79576
2013,Guengat,48.0421,-4.2055
2014,Guémené-Penfao,47.63043,-1.8327
2015,Grane,44.73255,4.92203
2016,Grandvillars,47.53929,6.971
2017,Grand-Fort-Philippe,50.99961,2.10784
2018,Gouzon,46.19192,2.23889
2019,Gerde,43.05528,0.16698000000000002
2020,Gassin,43.22882,6.58549
2021,Fourmies,50.01532,4.04784
2022,Follainville-Dennemont,49.02194,1.71331
2023,Ferrières-en-Brie,48.82352,2.70664
2024,Etzling,49.17943,6.95864
2025,Étreux,49.98333,3.65
2026,Étreillers,49.83059,3.16029
2027,Éterville,49.14423,-0.42512000000000005
2028,Essigny-le-Grand,49.77865,3.27774
2029,Erquinghem-Lys,50.67601,2.84505
2030,Entre-Deux-Guiers,45.43061,5.75209
2031,Émerchicourt,50.30786,3.24537
2032,Edern,48.10388,-3.97796
2033,Écully,45.77437,4.77758
2034,Écueillé,47.08462,1.34668
2035,Dry,47.79612,1.7133
2036,Droue-sur-Drouette,48.60053,1.70113
2037,Drocourt,50.39002,2.9242500000000002
2038,Doyet,46.33558,2.79718
2039,Dol-de-Bretagne,48.54976,-1.7510400000000002
2040,Dieppe,49.9216,1.07772
2041,Dasle,47.47843,6.89728
2042,Danjoutin,47.61822,6.86204
2043,Cusy,45.76603,6.02825
2044,Cuiseaux,46.49473,5.38931
2045,Cruet,45.5289,6.0922
2046,Croix,50.67846,3.1493
2047,Croissy-Beaubourg,48.8283,2.6696400000000002
2048,Croisilles,50.19978,2.87935
2049,Crevin,47.93735,-1.6624500000000002
2050,Creully,49.28478,-0.53976
2051,Creney-près-Troyes,48.33333,4.13333
2052,Craponne-sur-Arzon,45.33092,3.84817
2053,Courcouronnes,48.61429,2.40762
2054,Coudoux,43.558,5.24889
2055,Cosne-Cours-sur-Loire,47.41101,2.92528
2056,Cornier,46.09304,6.29895
2057,Corneville-sur-Risle,49.34128,0.58628
2058,Cornebarrieu,43.64967,1.32588
2059,Contamine-sur-Arve,46.14223,6.33215
2060,Commer,48.24009,-0.6202500000000001
2061,Combrée,47.70446,-1.03003
2062,Colombier-Fontaine,47.45224,6.6901
2063,Colombe,45.40024,5.45441
2064,Collioure,42.52462,3.08235
2065,Cintegabelle,43.31386,1.53146
2066,Chissay-en-Touraine,47.33747,1.13362
2067,Chevillon-sur-Huillard,47.96197,2.62601
2068,Chéroy,48.20076,3.00011
2069,Châteauneuf-d'Ille-et-Vilaine,48.56064,-1.9300000000000002
2070,Châteaugiron,48.04821,-1.5036200000000002
2071,Chasseneuil-sur-Bonnieure,45.81667,0.45
2072,Charolles,46.43451,4.27527
2073,Charny,48.97098,2.76121
2074,Charnay,45.89058,4.66821
2075,Champigny-sur-Marne,48.81642,2.49366
2076,Champagney,47.70504,6.68173
2077,Champagne-au-Mont-d'Or,45.79475,4.79079
2078,Chameyrat,45.23407,1.69811
2079,Chaligny,48.62422,6.08262
2080,Cessieu,45.56371,5.37607
2081,Castets-en-Dorthe,44.56171,-0.15293
2082,Casseneuil,44.44285,0.6214000000000001
2083,Carcassonne,43.21649,2.34863
2084,Captieux,44.2924,-0.26196
2085,Capdenac-Gare,44.57567,2.08079
2086,Candé-sur-Beuvron,47.49499,1.25937
2087,Calonne-Ricouart,50.48504,2.47335
2088,Calmont,43.28655,1.63308
2089,Callian,43.6221,6.75269
2090,Cadenet,43.735,5.37339
2091,Cachan,48.79632,2.33661
2092,Briennon,46.15127,4.0769
2093,Brie,45.73812,0.24077
2094,Briatexte,43.75237,1.9087900000000002
2095,Brézins,45.35213,5.30539
2096,Bretteville-sur-Laize,49.04466,-0.32639
2097,Brêmes,50.85483,1.9768700000000001
2098,La Crèche,46.36667,-0.30000000000000004
2099,Boves,49.84645,2.39605
2100,Bourgtheroulde-Infreville,49.3,0.8833300000000001
2101,Bourbourg,50.94783,2.19576
2102,Boulogne-sur-Mer,50.72571,1.61392
2103,Bonnières-sur-Seine,49.03525,1.5783
2104,Bonneval,48.18312,1.38524
2105,Bois-le-Roi,48.47348,2.70464
2106,Boeschepe,50.8,2.7
2107,Bœrsch,48.47656,7.43998
2108,Blaesheim,48.50648,7.60923
2109,Billère,43.30264,-0.39733
